iter	Logloss
0	0.6374541577
1	0.5947552958
2	0.5590139593
3	0.5288318894
4	0.50225551
5	0.4737524453
6	0.4518816604
7	0.4326608984
8	0.4141679435
9	0.3953498424
10	0.3794956789
11	0.3673295534
12	0.3551118773
13	0.3427906061
14	0.3315648664
15	0.3233578426
16	0.3119918666
17	0.3036361957
18	0.2975933309
19	0.2896002271
20	0.2834942917
21	0.2783882359
22	0.273083996
23	0.268820734
24	0.2636059834
25	0.2587092528
26	0.2534385632
27	0.2493436295
28	0.2435472013
29	0.2411750763
30	0.2373898368
31	0.2334552819
32	0.2312318737
33	0.2269189203
34	0.2246980547
35	0.2213323511
36	0.2183439887
37	0.214542494
38	0.2121997243
39	0.2096874792
40	0.2073251584
41	0.2042324837
42	0.201680528
43	0.198946769
44	0.196383027
45	0.1941139523
46	0.1923134521
47	0.1894519103
48	0.1873069715
49	0.1850209486
50	0.182845135
51	0.181024064
52	0.1787480149
53	0.177095903
54	0.1739468424
55	0.1721519002
56	0.1693878554
57	0.1673844192
58	0.1658479183
59	0.1634298199
60	0.1615682211
61	0.159975663
62	0.1580813923
63	0.1565495654
64	0.1552497594
65	0.154428224
66	0.1519438081
67	0.1504775766
68	0.1491385459
69	0.1476736109
70	0.1459093898
71	0.1450323456
72	0.1435342876
73	0.1416213969
74	0.140547219
75	0.1388263632
76	0.1375936697
77	0.1360685629
78	0.1338113948
79	0.1328396999
80	0.1315258195
81	0.1303792581
82	0.1293524416
83	0.1278505821
84	0.126382609
85	0.1252216011
86	0.1237401733
87	0.1225915718
88	0.1213951798
89	0.1206822584
90	0.1203217441
91	0.118683093
92	0.1178777781
93	0.1171662638
94	0.1166269516
95	0.1151846576
96	0.1140367952
97	0.1129514998
98	0.1125122812
99	0.1116816505
100	0.110558799
101	0.1096081214
102	0.1085976964
103	0.1072578877
104	0.106304422
105	0.1056152857
106	0.1053092899
107	0.1042174633
108	0.1037949617
109	0.1029305709
110	0.1017291318
111	0.1006312533
112	0.09968609489
113	0.09858891212
114	0.09826206132
115	0.09733485175
116	0.09674359349
117	0.09627682834
118	0.09571874115
119	0.0948586004
120	0.09433838977
121	0.09368670218
122	0.09306671941
123	0.09193290153
124	0.09097976373
125	0.08951644552
126	0.0889348614
127	0.08824126299
128	0.08736053116
129	0.08682050206
130	0.08654794171
131	0.08589607292
132	0.08555604521
133	0.08485518831
134	0.08424718285
135	0.08345312947
136	0.08260750311
137	0.08210126372
138	0.08131363037
139	0.08020118508
